iter	Passed	Remaining
584	2400	1702
585	2404	1698
586	2408	1694
587	2411	1690
588	2415	1685
589	2419	1681
590	2423	1676
591	2426	1672
592	2430	1668
593	2434	1663
594	2437	1659
595	2441	1654
596	2444	1650
597	2448	1645
598	2451	1641
599	2455	1637
600	2459	1632
601	2463	1628
602	2467	1624
603	2470	1619
604	2474	1615
605	2477	1611
606	2481	1606
607	2485	1602
608	2488	1597
609	2492	1593
610	2496	1589
611	2500	1585
612	2504	1580
613	2507	1576
614	2511	1572
615	2514	1567
616	2518	1563
617	2521	1558
618	2525	1554
619	2528	1549
620	2532	1545
621	2536	1541
622	2539	1537
623	2543	1532
624	2547	1528
625	2550	1524
626	2554	1519
627	2557	1515
628	2561	1510
629	2564	1506
630	2568	1502
631	2572	1497
632	2576	1493
633	2579	1489
634	2582	1484
635	2601	1488
636	2605	1484
637	2608	1480
638	2611	1475
639	2615	1471
640	2619	1467
641	2623	1462
642	2626	1458
643	2630	1454
644	2634	1449
645	2637	1445
646	2641	1441
647	2644	1436
648	2648	1432
649	2651	1427
650	2655	1423
651	2658	1419
652	2662	1414
653	2666	1410
654	2669	1406
655	2673	1401
656	2676	1397
657	2679	1392
658	2683	1388
659	2686	1384
660	2690	1379
661	2694	1375
662	2697	1371
663	2701	1366
664	2704	1362
665	2708	1358
666	2712	1354
667	2715	1349
668	2719	1345
669	2723	1341
670	2726	1337
671	2730	1332
672	2734	1328
673	2737	1324
674	2741	1319
675	2745	1315
676	2748	1311
677	2752	1307
678	2756	1303
679	2760	1298
680	2763	1294
681	2767	1290
682	2770	1285
683	2774	1281
684	2777	1277
685	2781	1273
686	2784	1268
687	2788	1264
688	2792	1260
689	2795	1256
690	2799	1251
691	2802	1247
692	2806	1243
693	2810	1239
694	2814	1234
695	2817	1230
696	2821	1226
697	2825	1222
698	2828	1218
699	2832	1213
700	2835	1209
701	2839	1205
702	2843	1201
703	2846	1196
704	2850	1192
705	2854	1188
706	2858	1184
707	2861	1180
708	2865	1175
709	2868	1171
710	2872	1167
711	2875	1163
712	2879	1158
713	2882	1154
714	2886	1150
715	2890	1146
716	2893	1142
717	2897	1138
718	2900	1133
719	2904	1129
720	2908	1125
721	2911	1121
722	2915	1117
723	2919	1112
724	2922	1108
725	2926	1104
726	2929	1100
727	2933	1096
728	2937	1091
729	2940	1087
730	2944	1083
731	2948	1079
732	2966	1080
733	2970	1076
734	2973	1072
735	2977	1067
736	2980	1063
737	2996	1063
738	3000	1059
739	3003	1055
740	3006	1051
741	3010	1046
742	3013	1042
743	3017	1038
744	3021	1034
745	3024	1029
746	3027	1025
747	3031	1021
748	3034	1017
749	3038	1012
750	3048	1010
751	3052	1006
752	3055	1002
753	3059	998
754	3062	993
755	3066	989
756	3069	985
757	3073	981
758	3077	977
759	3080	972
760	3084	968
761	3088	964
762	3091	960
763	3095	956
764	3098	951
765	3102	947
766	3105	943
767	3109	939
768	3113	935
769	3116	931
770	3120	926
771	3123	922
772	3127	918
773	3130	914
774	3134	909
775	3149	909
776	3152	904
777	3155	900
778	3159	896
779	3162	892
780	3166	887
781	3169	883
782	3173	879
783	3176	875
784	3181	871
785	3184	867
786	3188	863
787	3192	858
788	3195	854
789	3198	850
790	3202	846
791	3206	841
792	3210	838
793	3214	833
794	3217	829
795	3221	825
796	3225	821
797	3228	817
798	3232	813
799	3235	808
800	3239	804
801	3242	800
802	3246	796
803	3249	792
804	3253	788
805	3256	783
806	3260	779
807	3263	775
808	3266	771
809	3272	767
810	3276	763
811	3280	759
812	3283	755
813	3287	751
814	3290	746
815	3294	742
816	3297	738
817	3300	734
818	3304	730
819	3307	726
820	3311	721
821	3314	717
822	3318	713
823	3321	709
824	3324	705
825	3328	701
826	3331	696
827	3335	692
828	3339	688
829	3342	684
830	3346	680
831	3349	676
832	3353	672
833	3357	668
834	3360	664
835	3364	659
836	3367	655
837	3371	651
838	3375	647
839	3379	643
840	3382	639
841	3386	635
842	3389	631
843	3398	628
844	3401	624
845	3405	619
846	3408	615
847	3412	611
848	3415	607
849	3419	603
850	3423	599
851	3427	595
852	3431	591
853	3434	587
854	3438	583
855	3442	579
856	3445	574
857	3449	570
858	3452	566
859	3456	562
860	3459	558
861	3463	554
862	3466	550
863	3470	546
864	3473	542
865	3477	538
866	3480	533
867	3484	529
868	3487	525
869	3491	521
870	3494	517
871	3498	513
872	3502	509
873	3505	505
874	3509	501
875	3512	497
876	3516	493
877	3519	489
878	3523	485
879	3526	480
880	3530	476
881	3534	472
882	3538	468
883	3541	464
884	3545	460
885	3549	456
886	3552	452
887	3556	448
888	3560	444
889	3564	440
890	3567	436
891	3571	432
892	3574	428
893	3577	424
894	3581	420
895	3584	416
896	3587	411
897	3591	407
898	3594	403
899	3597	399
900	3601	395
901	3604	391
902	3607	387
903	3610	383
904	3613	379
905	3617	375
906	3620	371
907	3623	367
908	3626	363
909	3630	359
910	3633	354
911	3637	350
912	3640	346
913	3643	342
914	3646	338
915	3649	334
916	3653	330
917	3656	326
918	3659	322
919	3663	318
920	3666	314
921	3670	310
922	3673	306
923	3676	302
924	3679	298
925	3683	294
926	3686	290
927	3689	286
928	3692	282
929	3696	278
930	3699	274
931	3703	270
932	3706	266
933	3709	262
934	3712	258
935	3715	254
936	3718	250
937	3722	246
938	3725	242
939	3728	238
940	3732	233
941	3735	229
942	3738	225
943	3741	221
944	3744	217
945	3747	213
946	3750	209
947	3754	205
948	3757	201
949	3761	197
950	3764	193
951	3767	189
952	3771	185
953	3774	181
954	3777	177
955	3780	174
956	3784	170
957	3787	166
958	3791	162
959	3794	158
960	3797	154
961	3801	150
962	3805	146
963	3808	142
964	3811	138
965	3815	134
966	3818	130
967	3822	126
968	3825	122
969	3829	118
970	3832	114
971	3835	110
972	3839	106
973	3842	102
974	3845	98
975	3848	94
976	3851	90
977	3855	86
978	3858	82
979	3861	78
980	3865	74
981	3868	70
982	3871	66
983	3874	62
984	3877	59
985	3880	55
986	3884	51
987	3887	47
988	3890	43
989	3894	39
990	3897	35
991	3900	31
992	3903	27
993	3906	23
994	3910	19
995	3913	15
996	3917	11
997	3920	7
998	3924	3
999	3927	0
