iter	Logloss
493	0.1194748286
494	0.1193918139
495	0.1193357317
496	0.119273642
497	0.1192131677
498	0.1191528583
499	0.1191033091
500	0.1190643335
501	0.1190080942
502	0.1189788113
503	0.1189035436
504	0.1188269579
505	0.1187483804
506	0.1186658311
507	0.1186126813
508	0.1185561034
509	0.1185065539
510	0.1184662374
511	0.1184030735
512	0.1183095986
513	0.1182738794
514	0.118223279
515	0.1181771713
516	0.1181010544
517	0.1180519978
518	0.117992125
519	0.1179599786
520	0.1178970711
521	0.1178585133
522	0.1177949572
523	0.1177246331
524	0.1176862247
525	0.1176202036
526	0.117535871
527	0.1174878005
528	0.1174178936
529	0.1173307217
530	0.1172684374
531	0.1171938053
532	0.1171392027
533	0.117064202
534	0.1170301622
535	0.1169440654
536	0.1169410659
537	0.1168639531
538	0.1168161731
539	0.1167709965
540	0.1167241901
541	0.1166617785
542	0.1165845102
543	0.1165266912
544	0.1164820044
545	0.1164200343
546	0.1163644929
547	0.1163282165
548	0.116257251
549	0.1161956352
550	0.1161528428
551	0.1161007265
552	0.1160251212
553	0.1159529399
554	0.115926516
555	0.1158495947
556	0.1157821747
557	0.115728262
558	0.1156968801
559	0.1156613482
560	0.1155860298
561	0.1155579983
562	0.1155021039
563	0.1154433697
564	0.1154015145
565	0.1153815502
566	0.1153167044
567	0.1152323257
568	0.1152000116
569	0.1151519401
570	0.1150940505
571	0.1150419803
572	0.1149822951
573	0.1149252405
574	0.1148980115
575	0.1148640551
576	0.1148213282
577	0.1147730795
578	0.1147395578
579	0.1147035449
580	0.1146600998
581	0.1146126047
582	0.1145395325
583	0.1144612053
584	0.1143978732
585	0.1143149178
586	0.1142645637
587	0.1142208497
588	0.1141635419
589	0.1141020674
590	0.1140254249
591	0.1139851557
592	0.1138957838
593	0.1138476764
594	0.1137921422
595	0.1137473996
596	0.1136926257
597	0.1136237294
598	0.1135820375
599	0.113526032
600	0.1135038925
601	0.1134631119
602	0.1134107291
603	0.1133469655
604	0.1132896743
605	0.1132405059
606	0.1131823596
607	0.1131276786
608	0.1130794824
609	0.113014479
610	0.1129724081
611	0.1129216684
612	0.1128327096
613	0.1127662242
614	0.1126896975
615	0.1126249577
616	0.1125390184
617	0.1124886643
618	0.1124544212
619	0.1124160661
620	0.1123573979
621	0.1122988845
622	0.1122468547
623	0.1121974104
624	0.1121588722
625	0.1121126952
626	0.1120369606
627	0.1119402541
628	0.1118487527
629	0.111798369
630	0.1117076328
631	0.1116613881
632	0.1116065216
633	0.1115745373
634	0.1114956512
635	0.1114541755
636	0.1114099845
637	0.1113565267
638	0.1113167589
639	0.111269473
640	0.1112126233
641	0.1111658309
642	0.1111284995
643	0.1110768664
644	0.1110310301
645	0.1109894483
646	0.110941289
647	0.1109080199
648	0.1108617942
649	0.1108144174
650	0.110769136
651	0.1107008085
652	0.1106335802
653	0.1106036239
654	0.1105511366
655	0.1105089266
656	0.1104433152
657	0.1103967449
658	0.1103249498
659	0.1102713879
660	0.1102250586
661	0.1101573498
662	0.1101206215
663	0.1100715356
664	0.1099994385
665	0.1099317753
666	0.1098938183
667	0.109819783
668	0.1097770182
669	0.1096882259
670	0.1096080873
671	0.1095635576
672	0.1094926223
673	0.1094009733
674	0.1093071004
675	0.1092631991
676	0.109217474
677	0.1091663388
678	0.1091305312
679	0.1090989616
680	0.1090383902
681	0.1089818256
682	0.1089266104
683	0.1088372136
684	0.1087573439
685	0.1086890541
686	0.1086296694
687	0.1086155738
688	0.1085659047
689	0.1085094121
690	0.1084602796
691	0.1084207826
692	0.1083508364
693	0.1083086688
694	0.1082256532
695	0.1081543536
696	0.1081225114
697	0.108090978
698	0.1080456775
699	0.1080268297
700	0.1079578302
701	0.1079084916
702	0.1078613503
703	0.1078034033
704	0.1077312274
705	0.1076689009
706	0.1076234795
707	0.1075868891
708	0.1075339829
709	0.1074971589
710	0.1074411525
711	0.1073882527
712	0.1073642344
713	0.1073156189
714	0.1072851923
715	0.1072428553
716	0.107177071
717	0.1071346332
718	0.1070818681
719	0.1070159607
720	0.1069510699
721	0.1068972273
722	0.1068766248
723	0.1068146043
724	0.1067683913
725	0.1067162695
726	0.1066908708
727	0.1066634891
728	0.1066384483
729	0.1065949416
730	0.1065659421
731	0.106518442
732	0.1064811213
733	0.1064100878
734	0.1063363543
735	0.1062657639
736	0.1062336701
737	0.1061893216
738	0.1061395173
739	0.1060817562
740	0.1060117244
741	0.105954287
742	0.105918292
743	0.105819101
744	0.1057600616
745	0.105726161
746	0.1056666127
747	0.1055907557
748	0.1055578874
749	0.1055018396
750	0.1054563063
751	0.1054140579
752	0.1053737037
753	0.1053260089
754	0.105266938
755	0.1052246299
756	0.1051883217
757	0.1051608046
758	0.1050949825
759	0.1050169754
760	0.1049651665
761	0.1048850581
762	0.1048493716
763	0.1047608817
764	0.1047051747
765	0.1046631644
766	0.1046287629
767	0.1045575214
768	0.1044727511
769	0.1044322453
770	0.1043595766
771	0.1043370302
772	0.1042946355
773	0.104201478
774	0.1041445372
775	0.1040898595
776	0.1040122662
777	0.1039687046
778	0.1039085822
779	0.1038710699
780	0.1038407566
781	0.1038133601
782	0.1037796854
783	0.1037573667
784	0.1036992138
785	0.103671468
786	0.1036479293
787	0.1036093505
788	0.1035331601
789	0.1034954933
790	0.1034198866
791	0.1033701033
792	0.1033342401
793	0.1032810469
794	0.1032425994
795	0.1032066409
796	0.1031681201
797	0.1030932171
798	0.1030555152
799	0.1030137211
800	0.1029439491
801	0.1028889534
802	0.1028369271
803	0.1027876839
804	0.1027599923
805	0.1027218459
806	0.1026915173
807	0.1026566971
808	0.1025992805
809	0.102512402
810	0.1024606929
811	0.1024208751
812	0.1023364442
813	0.1023053574
814	0.1022541201
815	0.1021882482
816	0.1021291539
817	0.1020854497
818	0.1020117478
819	0.1019706004
820	0.1019231876
821	0.1018611136
822	0.1017932426
823	0.101749491
824	0.1016862426
825	0.1016332893
826	0.1015895334
827	0.1015378218
828	0.1014782919
829	0.1014117587
830	0.1013776392
831	0.101347241
832	0.1012986082
833	0.1012650443
834	0.1012260506
835	0.1011984827
836	0.10113721
837	0.101092511
838	0.1010339212
839	0.100995675
840	0.1009660924
841	0.1009197146
842	0.1008490939
843	0.1008080205
844	0.100773076
845	0.100734419
846	0.1006639025
847	0.1006172839
848	0.1005657713
849	0.1005433718
850	0.1004981094
851	0.1004437157
852	0.1003928143
853	0.1003612881
854	0.1003255892
855	0.1002878546
856	0.1002592605
857	0.1002088495
858	0.1001585125
859	0.1001022992
860	0.100035121
861	0.09997600538
862	0.09994907562
863	0.09990566969
864	0.09985840882
865	0.09981466497
866	0.09977714434
867	0.09971606872
868	0.09965428599
869	0.09961099782
870	0.09956304274
871	0.0995149508
872	0.099478886
873	0.09945646576
874	0.0994118314
875	0.09936771349
876	0.09932939862
877	0.0992552425
878	0.09921722463
879	0.09915959908
880	0.09908445574
881	0.09903893
882	0.09898993222
883	0.09896404719
884	0.09891637722
885	0.09886327063
886	0.09884044309
887	0.09881274761
888	0.09877730033
889	0.09873764921
890	0.09867555946
891	0.09862984234
892	0.098585929
893	0.09855664596
894	0.0985148989
895	0.09847207292
896	0.09844065069
897	0.0984084093
898	0.09836651211
899	0.09832725861
900	0.0982690524
901	0.09821191248
902	0.09816832837
903	0.09812204461
904	0.09807390303
905	0.09802569063
906	0.09798112037
907	0.09793497695
908	0.09790245112
909	0.09785279856
910	0.09779528777
911	0.09774989733
912	0.0976947538
913	0.09763250399
914	0.0975930242
915	0.09751717228
916	0.09748710254
917	0.09743516495
918	0.09738842402
919	0.09735279622
920	0.09730371196
921	0.09725196218
922	0.0971984122
923	0.09715222391
924	0.09711054129
925	0.09707763285
926	0.09703338569
927	0.09697395469
928	0.09692995654
929	0.0968745157
930	0.09683760331
931	0.09680752209
932	0.09678026557
933	0.09670231817
934	0.09665762114
935	0.09662556265
936	0.09659425996
937	0.09654789908
938	0.09647602527
939	0.09643646528
940	0.09637706989
941	0.09633615991
942	0.09628954557
943	0.09627925374
944	0.09624060375
945	0.09618681409
946	0.09612934331
947	0.09608303328
948	0.09604214522
949	0.09599603879
950	0.09596988284
951	0.09590844678
952	0.09585222321
953	0.09580843969
954	0.09578732763
955	0.09572386549
956	0.09567349965
957	0.09563215918
958	0.09558856767
959	0.09555986207
960	0.09552932612
961	0.09548738265
962	0.09544933422
963	0.09540691239
964	0.09536389397
965	0.09533987981
966	0.09528363525
967	0.09524971444
968	0.0952116972
969	0.09516095144
970	0.09512845438
971	0.09509488941
972	0.09504611033
973	0.09499259349
974	0.09493834136
975	0.09490708601
976	0.09485897092
977	0.09480555712
978	0.09477198024
979	0.09473209992
980	0.09469133641
981	0.09463541002
982	0.09460752257
983	0.09457459522
984	0.09452544584
985	0.09448821115
986	0.09443135552
987	0.09438110054
988	0.09433453305
989	0.0942618003
990	0.0942168736
991	0.094158754
992	0.09410524766
993	0.09405435474
994	0.09400748992
995	0.09395494834
996	0.09389590474
997	0.09385070223
998	0.09381709302
999	0.09375780047
